,ID,Age,Gender,Version,Stimulus,Reaction_time
0,7,22,male,stream.,Once,1.162933060026262
1,7,22,male,stream.,upon,0.5050254310190212
2,7,22,male,stream.,a,0.5161323559877928
3,7,22,male,stream.,time,0.4567040789988823
4,7,22,male,stream.,there,0.47840864199679345
5,7,22,male,stream.,was,0.41292095702374354
6,7,22,male,stream.,a,0.4267958619748242
7,7,22,male,stream.,bear.,0.45769729200401343
8,7,22,male,stream.,He,0.4730178620084189
9,7,22,male,stream.,was,0.41267107901512645
10,7,22,male,stream.,feeling,0.4776188640098553
11,7,22,male,stream.,a,0.45837471302365884
12,7,22,male,stream.,little,0.3681159209809266
13,7,22,male,stream.,hungry,0.40820855798665434
14,7,22,male,stream.,so,0.44045965699478984
15,7,22,male,stream.,he,0.43019127001753077
16,7,22,male,stream.,decided,0.4067519669770263
17,7,22,male,stream.,to,0.40596761598135345
18,7,22,male,stream.,go,0.4289543970080558
19,7,22,male,stream.,catch,0.4119527820148505
20,7,22,male,stream.,some,0.4290678469988052
21,7,22,male,stream.,salmon,0.4595194029971026
22,7,22,male,stream.,by,0.41787475199089386
23,7,22,male,stream.,the,0.4654941280023195
24,7,22,male,stream.,river.,0.4314789030177053
25,7,22,male,stream.,He,0.43715945302392356
26,7,22,male,stream.,got,0.3800553570035845
27,7,22,male,stream.,"up,",0.42159628198714927
28,7,22,male,stream.,stretched,0.4038092189875897
29,7,22,male,stream.,his,0.46922532000462525
30,7,22,male,stream.,bear,0.45771311700809747
31,7,22,male,stream.,arms,1.2562310580105986
32,7,22,male,stream.,and,0.511170787998708
33,7,22,male,stream.,"legs,",0.538915461016586
34,7,22,male,stream.,and,0.5336427099828143
35,7,22,male,stream.,went,0.4337571880023461
36,7,22,male,stream.,on,0.40175816300325096
37,7,22,male,stream.,down.,0.3933529559872113
38,7,22,male,stream.,By,0.3928052950068377
39,7,22,male,stream.,the,0.4017066619999241
40,7,22,male,stream.,river,0.6581465000053868
41,7,22,male,stream.,he,0.46364680299302563
42,7,22,male,stream.,met,0.47765615198295563
43,7,22,male,stream.,his,0.5153054510010406
