,ID,Age,Gender,Stimulus,Reaction_time,Version
0,2,18,female,Once,4.8315814920001685,building.
1,2,18,female,upon,1.5691383600001245,building.
2,2,18,female,a,1.4338410570001088,building.
3,2,18,female,time,0.4013047389998974,building.
4,2,18,female,there,0.6522013639998931,building.
5,2,18,female,was,0.4374634309999692,building.
6,2,18,female,a,0.5677714119999564,building.
7,2,18,female,bear.,0.8357618180000372,building.
8,2,18,female,He,0.5078377629999977,building.
9,2,18,female,was,0.493063162999988,building.
10,2,18,female,feeling,0.9152580180000314,building.
11,2,18,female,a,0.9055035219998899,building.
12,2,18,female,little,1.0606697690000146,building.
13,2,18,female,hungry,0.5127933969999958,building.
14,2,18,female,so,0.7730039929999748,building.
15,2,18,female,he,0.398154059000035,building.
16,2,18,female,decided,0.4415010230000007,building.
17,2,18,female,to,0.48350343199990675,building.
18,2,18,female,go,0.5864619189999303,building.
19,2,18,female,catch,0.5793612469999516,building.
20,2,18,female,some,0.5338973429998077,building.
21,2,18,female,salmon,0.8063951359999919,building.
22,2,18,female,by,0.4817581940001219,building.
23,2,18,female,the,0.45329094899989286,building.
24,2,18,female,river.,0.4022010560001945,building.
25,2,18,female,He,0.551791109000078,building.
26,2,18,female,got,0.4455256570001893,building.
27,2,18,female,"up,",0.48864946200001214,building.
28,2,18,female,stretched,0.5458876519999194,building.
29,2,18,female,his,0.4726019619999988,building.
30,2,18,female,bear,0.5871394359999158,building.
31,2,18,female,arms,0.6379337799999121,building.
32,2,18,female,and,0.4805343800001083,building.
33,2,18,female,"legs,",0.6666176400001405,building.
34,2,18,female,and,0.4064284950000001,building.
35,2,18,female,went,0.39938474300015514,building.
36,2,18,female,on,0.6246031369998946,building.
37,2,18,female,down.,0.5323280650000015,building.
38,2,18,female,By,0.4684203360000083,building.
39,2,18,female,the,0.4126619500000288,building.
40,2,18,female,river,0.5131645800001934,building.
41,2,18,female,he,0.5447101710001334,building.
42,2,18,female,met,0.4781607830000212,building.
43,2,18,female,his,0.4334344310000233,building.
44,2,18,female,friend.,0.5452878130001864,building.
45,2,18,female,His,0.44272720000003574,building.
46,2,18,female,friend,0.4076113630001146,building.
47,2,18,female,had,0.4083680789999562,building.
48,2,18,female,the,0.4699111879999691,building.
49,2,18,female,same,0.5158078120000482,building.
50,2,18,female,thought,0.456687668000086,building.
51,2,18,female,about,0.6035905720000301,building.
52,2,18,female,catching,0.4394860110000991,building.
53,2,18,female,salmon.,0.6846469570000409,building.
54,2,18,female,Together,0.6102980179998667,building.
55,2,18,female,they,0.41821066900001824,building.
56,2,18,female,got,0.4464846849998594,building.
57,2,18,female,to,0.40028979599992454,building.
58,2,18,female,"work,",0.5458875799999987,building.
59,2,18,female,fishing,0.7449608360000184,building.
60,2,18,female,for,0.3182737880001696,building.
61,2,18,female,salmon.,0.6534066319998146,building.
62,2,18,female,It,0.5165303759999915,building.
63,2,18,female,was,0.6644224379999741,building.
64,2,18,female,a,0.5083743839998078,building.
65,2,18,female,lovely,0.552692843000159,building.
66,2,18,female,day,0.5218874730001062,building.
67,2,18,female,and,0.5432306579998567,building.
68,2,18,female,they,0.46684681600004296,building.
69,2,18,female,were,0.4882383959998151,building.
70,2,18,female,having,0.5446437450000303,building.
71,2,18,female,a,0.7534762469999805,building.
72,2,18,female,good,0.440349427000001,building.
73,2,18,female,time,0.4500724340000488,building.
74,2,18,female,fishing.,0.5933105360002173,building.
75,2,18,female,By,0.6047903730000144,building.
76,2,18,female,the,0.459268874999907,building.
77,2,18,female,end,1.0919056590000764,building.
78,2,18,female,of,0.42354384800000844,building.
79,2,18,female,the,0.510058256000093,building.
80,2,18,female,"day,",0.777398951999885,building.
81,2,18,female,as,0.6937665650000326,building.
82,2,18,female,the,0.4156277339998269,building.
83,2,18,female,sun,0.6097173749999456,building.
84,2,18,female,went,0.5776919790000647,building.
85,2,18,female,down,0.5411755249999715,building.
86,2,18,female,they,0.48581247300012365,building.
87,2,18,female,enjoyed,0.5129808320000393,building.
88,2,18,female,the,0.506095668999933,building.
89,2,18,female,sunset,0.5723053629999413,building.
90,2,18,female,together.,0.5839143279999917,building.
91,2,18,female,The,0.6836012260000643,building.
92,2,18,female,sun,0.6044021650000104,building.
93,2,18,female,was,0.4096486820001246,building.
94,2,18,female,many,0.9627192989999003,building.
95,2,18,female,colours,0.5273267529998975,building.
96,2,18,female,of,0.4642250989998047,building.
97,2,18,female,red.,0.6431488199998512,building.
98,2,18,female,"Suddenly,",0.5433099800000036,building.
99,2,18,female,they,0.4142049740000857,building.
100,2,18,female,saw,0.47114230200008933,building.
101,2,18,female,a,0.4692124979999335,building.
102,2,18,female,salmon,0.4710671220000222,building.
103,2,18,female,coming,0.4936571450000429,building.
104,2,18,female,up,0.4593199360001563,building.
105,2,18,female,the,0.5017824890001066,building.
106,2,18,female,building.,0.6869574130000728,building.
107,2,18,female,They,0.6359609359999467,building.
108,2,18,female,swiped,0.60316994599998,building.
109,2,18,female,at,0.47404954400008137,building.
110,2,18,female,the,0.46816693400000986,building.
111,2,18,female,"salmon,",0.611990705999915,building.
112,2,18,female,caught,0.45987115999992056,building.
113,2,18,female,"it,",0.5570035669998106,building.
114,2,18,female,and,0.6042600830000993,building.
115,2,18,female,shared,0.41001340299999356,building.
116,2,18,female,a,0.4305742829999417,building.
117,2,18,female,delicious,0.46832083000003877,building.
118,2,18,female,meal,0.3822282189998987,building.
119,2,18,female,together.,0.5126926660000208,building.
