,ID,Age,Gender,Version,Stimulus,Reaction_time
0,19,21,female,stream.,Once,1.0476286159828305
1,19,21,female,stream.,upon,0.29827267001383007
2,19,21,female,stream.,a,0.2363530169823207
3,19,21,female,stream.,time,0.30837218297529034
4,19,21,female,stream.,there,0.19759116100613028
5,19,21,female,stream.,was,0.128142324014334
6,19,21,female,stream.,a,0.1519066299952101
7,19,21,female,stream.,bear.,0.21176416700473055
8,19,21,female,stream.,He,0.14459323501796462
9,19,21,female,stream.,was,0.14857919898349792
10,19,21,female,stream.,feeling,0.14829669901519082
11,19,21,female,stream.,a,0.2247739169979468
12,19,21,female,stream.,little,0.2135948359791655
13,19,21,female,stream.,hungry,0.18300443701446056
14,19,21,female,stream.,so,0.17243795399554074
15,19,21,female,stream.,he,0.14233050000621006
16,19,21,female,stream.,decided,0.14302954301820137
17,19,21,female,stream.,to,0.12998864901601337
18,19,21,female,stream.,go,0.16264020898961462
19,19,21,female,stream.,catch,0.15767791101825424
20,19,21,female,stream.,some,0.18878477500402369
21,19,21,female,stream.,salmon,0.15846301999408752
22,19,21,female,stream.,by,0.16576793100102805
23,19,21,female,stream.,the,0.14436549099627882
24,19,21,female,stream.,river.,0.15259365399833769
25,19,21,female,stream.,He,0.16421924799215049
26,19,21,female,stream.,got,0.14723395399050787
27,19,21,female,stream.,"up,",0.16752910800278187
28,19,21,female,stream.,stretched,0.15030885499436408
29,19,21,female,stream.,his,0.15437603401369415
30,19,21,female,stream.,bear,0.1537918389949482
31,19,21,female,stream.,arms,0.15818612999282777
32,19,21,female,stream.,and,0.17255553300492465
33,19,21,female,stream.,"legs,",0.13483689900022
34,19,21,female,stream.,and,0.14357021800242364
35,19,21,female,stream.,went,0.15522844999213703
36,19,21,female,stream.,on,0.13008876200183295
37,19,21,female,stream.,down.,0.14248154699453153
38,19,21,female,stream.,By,0.15058233999297954
39,19,21,female,stream.,the,0.15365084799122997
40,19,21,female,stream.,river,0.15356122999219224
41,19,21,female,stream.,he,0.16594771097879857
42,19,21,female,stream.,met,0.15657631400972605
43,19,21,female,stream.,his,0.17499048099853098
