,ID,Age,Gender,Version,Stimulus,Reaction_time
0,11,24,female,stream.,Once,1.1218620690051466
1,11,24,female,stream.,upon,0.7561281349917408
2,11,24,female,stream.,a,0.5486504170112312
3,11,24,female,stream.,time,0.7291487180045806
4,11,24,female,stream.,there,0.6829629540152382
5,11,24,female,stream.,was,0.6017519560118672
6,11,24,female,stream.,a,0.5131571140082087
7,11,24,female,stream.,bear.,0.8151615819951985
8,11,24,female,stream.,He,0.6541041750169825
9,11,24,female,stream.,was,0.47767266098526306
10,11,24,female,stream.,feeling,0.7935207129921764
11,11,24,female,stream.,a,0.5320597450190689
12,11,24,female,stream.,little,0.6133781329845078
13,11,24,female,stream.,hungry,0.6392810349934734
14,11,24,female,stream.,so,0.4845585610019043
15,11,24,female,stream.,he,0.6280662560020573
16,11,24,female,stream.,decided,0.7457578440080397
17,11,24,female,stream.,to,0.47796349800773896
18,11,24,female,stream.,go,0.4740850189991761
19,11,24,female,stream.,catch,0.7292186479899101
20,11,24,female,stream.,some,0.4583567119843792
21,11,24,female,stream.,salmon,0.6347664300119504
22,11,24,female,stream.,by,0.6000596730154939
23,11,24,female,stream.,the,0.49839259099098854
24,11,24,female,stream.,river.,0.5251062379975338
25,11,24,female,stream.,He,0.538322563021211
26,11,24,female,stream.,got,0.4836800420016516
27,11,24,female,stream.,"up,",0.5950995119928848
28,11,24,female,stream.,stretched,0.7855242930236273
29,11,24,female,stream.,his,0.444373706006445
30,11,24,female,stream.,bear,0.7278878770011943
31,11,24,female,stream.,arms,0.5275083020096645
32,11,24,female,stream.,and,0.5358342350227758
33,11,24,female,stream.,"legs,",0.9893110769917257
34,11,24,female,stream.,and,0.9973970570135862
35,11,24,female,stream.,went,0.624379130982561
36,11,24,female,stream.,on,0.6539898159971926
37,11,24,female,stream.,down.,0.5902698739955667
38,11,24,female,stream.,By,0.5420462619804312
39,11,24,female,stream.,the,0.4348657230148092
40,11,24,female,stream.,river,0.4865698439825792
41,11,24,female,stream.,he,0.4311338030092884
42,11,24,female,stream.,met,0.6585805060167331
43,11,24,female,stream.,his,0.4910320279886946
44,11,24,female,stream.,friend.,0.6693751040147617
45,11,24,female,stream.,His,0.5259692149993498
46,11,24,female,stream.,friend,0.8143210239941254
47,11,24,female,stream.,had,0.5462346040003467
48,11,24,female,stream.,the,0.4982222670223564
49,11,24,female,stream.,same,0.5607853730034549
50,11,24,female,stream.,thought,0.6249469970061909
51,11,24,female,stream.,about,0.5297959460003767
52,11,24,female,stream.,catching,0.5476189029868692
53,11,24,female,stream.,salmon.,0.6324520370108075
54,11,24,female,stream.,Together,0.5586673709913157
55,11,24,female,stream.,they,0.48150926499511115
56,11,24,female,stream.,got,0.44566584200947545
57,11,24,female,stream.,to,0.4531961210013833
58,11,24,female,stream.,"work,",0.4820045139931608
59,11,24,female,stream.,fishing,0.5852925649960525
60,11,24,female,stream.,for,0.537377075990662
61,11,24,female,stream.,salmon.,0.5579542350023985
62,11,24,female,stream.,It,0.48498912499053404
63,11,24,female,stream.,was,0.4847355710226111
64,11,24,female,stream.,a,0.5837586720008403
65,11,24,female,stream.,lovely,0.5869156029948499
66,11,24,female,stream.,day,0.5384188769967295
67,11,24,female,stream.,and,0.4865952990076039
68,11,24,female,stream.,they,0.41908689797855914
69,11,24,female,stream.,were,0.44368950501666404
70,11,24,female,stream.,having,0.48027069799718447
71,11,24,female,stream.,a,0.47255303998827003
72,11,24,female,stream.,good,0.49889526001061313
73,11,24,female,stream.,time,0.536948102992028
74,11,24,female,stream.,fishing.,0.5777626970084384
75,11,24,female,stream.,By,0.46997367800213397
76,11,24,female,stream.,the,0.3773032529861666
77,11,24,female,stream.,end,0.38805250101722777
78,11,24,female,stream.,of,0.6264201409940142
79,11,24,female,stream.,the,0.44445514600374736
80,11,24,female,stream.,"day,",0.5842644069925882
81,11,24,female,stream.,as,0.43704605000675656
82,11,24,female,stream.,the,0.46541062399046496
83,11,24,female,stream.,sun,0.5843602950044442
84,11,24,female,stream.,went,0.5118172529910225
85,11,24,female,stream.,down,0.4296858520247042
86,11,24,female,stream.,they,0.4433534370036796
87,11,24,female,stream.,enjoyed,0.596201293024933
88,11,24,female,stream.,the,0.49770215299213305
89,11,24,female,stream.,sunset,0.5366772359993774
90,11,24,female,stream.,together.,0.5616458109871019
91,11,24,female,stream.,The,1.5826706959924195
92,11,24,female,stream.,sun,0.5987020060128998
93,11,24,female,stream.,was,0.5387700430001132
94,11,24,female,stream.,many,1.0666822549828794
95,11,24,female,stream.,colours,0.9719130090088584
96,11,24,female,stream.,of,0.5396606040012557
97,11,24,female,stream.,red.,0.8237986190069932
98,11,24,female,stream.,"Suddenly,",0.6383756800205447
99,11,24,female,stream.,they,0.446759431011742
100,11,24,female,stream.,saw,0.49948540699551813
101,11,24,female,stream.,a,0.47582370799500495
102,11,24,female,stream.,salmon,0.6129930870083626
103,11,24,female,stream.,coming,0.566872396011604
104,11,24,female,stream.,up,0.41509528999449685
105,11,24,female,stream.,the,0.4008887170057278
106,11,24,female,stream.,stream.,0.6003349719976541
107,11,24,female,stream.,They,0.4504774030065164
108,11,24,female,stream.,swiped,0.5429219729849137
109,11,24,female,stream.,at,0.6350115140085109
110,11,24,female,stream.,the,0.44066997899790294
111,11,24,female,stream.,"salmon,",0.5217189590039197
112,11,24,female,stream.,caught,0.5622970889962744
113,11,24,female,stream.,"it,",0.3990369039820507
114,11,24,female,stream.,and,0.485189138998976
115,11,24,female,stream.,shared,0.5171959740109742
116,11,24,female,stream.,a,0.4465297569986433
117,11,24,female,stream.,delicious,0.5981021639890969
118,11,24,female,stream.,meal,0.5085630289977416
119,11,24,female,stream.,together,0.6351157340104692
