,ID,Age,Gender,Version,Stimulus,Reaction_time
0,3,61,female,stream.,Once,1.2717859789991053
1,3,61,female,stream.,upon,0.448964570001408
2,3,61,female,stream.,a,0.7764261960037402
3,3,61,female,stream.,time,0.5005637020003633
4,3,61,female,stream.,there,0.5337236449995544
5,3,61,female,stream.,was,0.4008544989992515
6,3,61,female,stream.,a,0.4976450269969064
7,3,61,female,stream.,bear.,0.677875989000313
8,3,61,female,stream.,He,0.6835625180028728
9,3,61,female,stream.,was,0.46572346699394984
10,3,61,female,stream.,feeling,0.37527783300174633
11,3,61,female,stream.,a,0.4558030430052895
12,3,61,female,stream.,little,0.45365712700004224
13,3,61,female,stream.,hungry,0.41144872699806
14,3,61,female,stream.,so,0.43539188399881823
15,3,61,female,stream.,he,0.4287052340005175
16,3,61,female,stream.,decided,0.36133589699602453
17,3,61,female,stream.,to,0.3706088999970234
18,3,61,female,stream.,go,0.38775128300039796
19,3,61,female,stream.,catch,0.33938502299861284
20,3,61,female,stream.,some,0.47010172300360864
21,3,61,female,stream.,salmon,0.3800323879986536
22,3,61,female,stream.,by,0.4920670319988858
23,3,61,female,stream.,the,0.4486844269995345
24,3,61,female,stream.,river.,0.3672338479955215
25,3,61,female,stream.,He,0.5606379759992706
26,3,61,female,stream.,got,0.4291560359997675
27,3,61,female,stream.,"up,",0.35416632200212916
28,3,61,female,stream.,stretched,0.3813598029955756
29,3,61,female,stream.,his,0.4127163090015529
30,3,61,female,stream.,bear,0.3882308429965633
31,3,61,female,stream.,arms,0.4124722540000221
32,3,61,female,stream.,and,0.3798696369995014
33,3,61,female,stream.,"legs,",0.35618696499295766
34,3,61,female,stream.,and,0.4225352559951716
35,3,61,female,stream.,went,0.325994286002242
36,3,61,female,stream.,on,0.3467151519944309
37,3,61,female,stream.,down.,0.3461825010017492
38,3,61,female,stream.,By,0.3484621520037763
39,3,61,female,stream.,the,0.3428662670048652
40,3,61,female,stream.,river,0.32847449999826495
41,3,61,female,stream.,he,0.31580229699466145
42,3,61,female,stream.,met,0.32453154800168704
43,3,61,female,stream.,his,0.3295701800016104
44,3,61,female,stream.,friend.,0.3401376159963547
45,3,61,female,stream.,His,0.6320785749994684
46,3,61,female,stream.,friend,0.30248917500284733
47,3,61,female,stream.,had,0.2993099790037377
48,3,61,female,stream.,the,0.287910325001576
49,3,61,female,stream.,same,0.30677777199889533
50,3,61,female,stream.,thought,0.2870842740012449
51,3,61,female,stream.,about,0.2983551599972998
52,3,61,female,stream.,catching,0.3357972739977413
53,3,61,female,stream.,salmon.,0.34462896100012586
54,3,61,female,stream.,Together,0.3389330570062157
55,3,61,female,stream.,they,0.2859353829990141
56,3,61,female,stream.,got,0.28315473700058647
57,3,61,female,stream.,to,0.26247766600135947
58,3,61,female,stream.,"work,",0.26762286399753066
59,3,61,female,stream.,fishing,0.2655599909994635
60,3,61,female,stream.,for,0.2640370249937405
61,3,61,female,stream.,salmon.,0.2583415210028761
62,3,61,female,stream.,It,0.2782612290029647
63,3,61,female,stream.,was,0.25573543700011214
64,3,61,female,stream.,a,0.24459348600066733
65,3,61,female,stream.,lovely,0.3181752329983283
66,3,61,female,stream.,day,0.2372729109993088
67,3,61,female,stream.,and,0.26660360299865715
68,3,61,female,stream.,they,0.3106649289984489
69,3,61,female,stream.,were,0.27269190499646356
70,3,61,female,stream.,having,0.26326854799845023
71,3,61,female,stream.,a,0.30042122900340473
72,3,61,female,stream.,good,0.32890315300028306
73,3,61,female,stream.,time,0.2670229829964228
74,3,61,female,stream.,fishing.,0.26512794599693734
75,3,61,female,stream.,By,0.3019741169991903
76,3,61,female,stream.,the,0.2750147199985804
77,3,61,female,stream.,end,0.2631884579968755
78,3,61,female,stream.,of,0.2436442629987141
79,3,61,female,stream.,the,0.28274344399687834
80,3,61,female,stream.,"day,",0.26252575300168246
81,3,61,female,stream.,as,0.2840394429949811
82,3,61,female,stream.,the,0.29835143699892797
83,3,61,female,stream.,sun,0.253642816998763
84,3,61,female,stream.,went,0.2911232699989341
85,3,61,female,stream.,down,0.2878492990057566
86,3,61,female,stream.,they,0.2742354889996932
87,3,61,female,stream.,enjoyed,0.2560184520043549
88,3,61,female,stream.,the,0.3082003310046275
89,3,61,female,stream.,sunset,0.2803713060056907
90,3,61,female,stream.,together.,0.2519715599992196
91,3,61,female,stream.,The,0.2828344890003791
92,3,61,female,stream.,sun,0.2883603509981185
93,3,61,female,stream.,was,0.25954267799534136
