,ID,Age,Gender,Version,Stimulus,Reaction_time
0,Magnus Giemsa,17,Male,stream.,Once,4.231285278685391
1,Magnus Giemsa,17,Male,stream.,upon,1.3775326241739094
2,Magnus Giemsa,17,Male,stream.,a,1.1271985131315887
3,Magnus Giemsa,17,Male,stream.,time,0.873493995051831
4,Magnus Giemsa,17,Male,stream.,there,0.9094036561436951
5,Magnus Giemsa,17,Male,stream.,was,0.6226125028915703
6,Magnus Giemsa,17,Male,stream.,a,0.7096673231571913
7,Magnus Giemsa,17,Male,stream.,bear.,1.1669166502542794
8,Magnus Giemsa,17,Male,stream.,He,0.7760420399717987
9,Magnus Giemsa,17,Male,stream.,was,0.7285113260149956
10,Magnus Giemsa,17,Male,stream.,feeling,0.6971836336888373
11,Magnus Giemsa,17,Male,stream.,a,0.8535749637521803
12,Magnus Giemsa,17,Male,stream.,little,0.6486166040413082
13,Magnus Giemsa,17,Male,stream.,hungry,0.7107823737896979
14,Magnus Giemsa,17,Male,stream.,so,0.5600307029671967
15,Magnus Giemsa,17,Male,stream.,he,0.49586843932047486
16,Magnus Giemsa,17,Male,stream.,decided,0.7075344789773226
17,Magnus Giemsa,17,Male,stream.,to,0.7743052337318659
18,Magnus Giemsa,17,Male,stream.,go,0.573751081712544
19,Magnus Giemsa,17,Male,stream.,catch,0.6537871602922678
20,Magnus Giemsa,17,Male,stream.,some,0.5043818783015013
21,Magnus Giemsa,17,Male,stream.,salmon,0.5154867400415242
22,Magnus Giemsa,17,Male,stream.,by,0.622510336805135
23,Magnus Giemsa,17,Male,stream.,the,0.4681094968691468
24,Magnus Giemsa,17,Male,stream.,river.,0.4883251432329416
25,Magnus Giemsa,17,Male,stream.,He,0.5230432096868753
26,Magnus Giemsa,17,Male,stream.,got,0.6127524985931814
27,Magnus Giemsa,17,Male,stream.,"up,",0.5081571098417044
28,Magnus Giemsa,17,Male,stream.,stretched,1.093894197139889
29,Magnus Giemsa,17,Male,stream.,his,0.5463746809400618
30,Magnus Giemsa,17,Male,stream.,bear,0.5780617687851191
31,Magnus Giemsa,17,Male,stream.,arms,0.6347547541372478
32,Magnus Giemsa,17,Male,stream.,and,0.5035025686956942
33,Magnus Giemsa,17,Male,stream.,"legs,",0.594704634975642
34,Magnus Giemsa,17,Male,stream.,and,0.7131223548203707
35,Magnus Giemsa,17,Male,stream.,went,0.5892080548219383
36,Magnus Giemsa,17,Male,stream.,on,0.4739283788949251
37,Magnus Giemsa,17,Male,stream.,down.,0.5423544589430094
38,Magnus Giemsa,17,Male,stream.,By,1.9046897878870368
39,Magnus Giemsa,17,Male,stream.,the,0.753132700920105
40,Magnus Giemsa,17,Male,stream.,river,0.6345685580745339
41,Magnus Giemsa,17,Male,stream.,he,0.6643441710621119
42,Magnus Giemsa,17,Male,stream.,met,0.6290236660279334
43,Magnus Giemsa,17,Male,stream.,his,0.9945019199512899
44,Magnus Giemsa,17,Male,stream.,friend.,1.1846146415919065
45,Magnus Giemsa,17,Male,stream.,His,0.7688899636268616
46,Magnus Giemsa,17,Male,stream.,friend,1.074610369745642
47,Magnus Giemsa,17,Male,stream.,had,0.8362885019741952
48,Magnus Giemsa,17,Male,stream.,the,0.6897846898064017
49,Magnus Giemsa,17,Male,stream.,same,0.7565073538571596
50,Magnus Giemsa,17,Male,stream.,thought,0.533885404933244
51,Magnus Giemsa,17,Male,stream.,about,0.6308283228427172
52,Magnus Giemsa,17,Male,stream.,catching,0.6696148561313748
53,Magnus Giemsa,17,Male,stream.,salmon.,0.657273530960083
54,Magnus Giemsa,17,Male,stream.,Together,0.5739965960383415
55,Magnus Giemsa,17,Male,stream.,they,1.0121526522561908
56,Magnus Giemsa,17,Male,stream.,got,0.603317110799253
57,Magnus Giemsa,17,Male,stream.,to,0.6991056380793452
58,Magnus Giemsa,17,Male,stream.,"work,",0.6210777959786355
59,Magnus Giemsa,17,Male,stream.,fishing,0.7316143149510026
60,Magnus Giemsa,17,Male,stream.,for,0.5804886417463422
61,Magnus Giemsa,17,Male,stream.,salmon.,0.5726696951314807
62,Magnus Giemsa,17,Male,stream.,It,0.7470876211300492
63,Magnus Giemsa,17,Male,stream.,was,0.6294802823103964
64,Magnus Giemsa,17,Male,stream.,a,0.5306665529496968
65,Magnus Giemsa,17,Male,stream.,lovely,0.4927915879525244
66,Magnus Giemsa,17,Male,stream.,day,0.5267090210691094
67,Magnus Giemsa,17,Male,stream.,and,0.7131138020195067
68,Magnus Giemsa,17,Male,stream.,they,0.47496217815205455
69,Magnus Giemsa,17,Male,stream.,were,0.5112227071076632
70,Magnus Giemsa,17,Male,stream.,having,0.507262796163559
71,Magnus Giemsa,17,Male,stream.,a,0.4606285458430648
72,Magnus Giemsa,17,Male,stream.,good,0.4484318890608847
73,Magnus Giemsa,17,Male,stream.,time,0.45403272192925215
74,Magnus Giemsa,17,Male,stream.,fishing.,0.42594135785475373
75,Magnus Giemsa,17,Male,stream.,By,0.5191952530294657
76,Magnus Giemsa,17,Male,stream.,the,0.45129283517599106
77,Magnus Giemsa,17,Male,stream.,end,0.5189821058884263
78,Magnus Giemsa,17,Male,stream.,of,0.5463589909486473
79,Magnus Giemsa,17,Male,stream.,the,0.3626574198715389
80,Magnus Giemsa,17,Male,stream.,"day,",0.40265369741246104
81,Magnus Giemsa,17,Male,stream.,as,0.3959967577829957
82,Magnus Giemsa,17,Male,stream.,the,0.3692297702655196
83,Magnus Giemsa,17,Male,stream.,sun,0.4260660973377526
84,Magnus Giemsa,17,Male,stream.,went,0.3597519798204303
85,Magnus Giemsa,17,Male,stream.,down,0.3520757956430316
86,Magnus Giemsa,17,Male,stream.,they,0.4178107148036361
87,Magnus Giemsa,17,Male,stream.,enjoyed,0.7057261881418526
88,Magnus Giemsa,17,Male,stream.,the,0.5303151155821979
89,Magnus Giemsa,17,Male,stream.,sunset,0.46778250904753804
90,Magnus Giemsa,17,Male,stream.,together.,0.5860431152395904
91,Magnus Giemsa,17,Male,stream.,The,0.6480357078835368
92,Magnus Giemsa,17,Male,stream.,sun,0.4937074859626591
93,Magnus Giemsa,17,Male,stream.,was,0.5757698072120547
94,Magnus Giemsa,17,Male,stream.,many,0.4959546192549169
95,Magnus Giemsa,17,Male,stream.,colours,0.9701272309757769
96,Magnus Giemsa,17,Male,stream.,of,0.7489260951988399
97,Magnus Giemsa,17,Male,stream.,red.,0.48468696931377053
98,Magnus Giemsa,17,Male,stream.,"Suddenly,",0.961051625199616
99,Magnus Giemsa,17,Male,stream.,they,0.6151434779167175
100,Magnus Giemsa,17,Male,stream.,saw,0.5344675411470234
101,Magnus Giemsa,17,Male,stream.,a,0.49668465880677104
102,Magnus Giemsa,17,Male,stream.,salmon,0.4756917469203472
103,Magnus Giemsa,17,Male,stream.,coming,0.5048750471323729
104,Magnus Giemsa,17,Male,stream.,up,0.4976640068925917
105,Magnus Giemsa,17,Male,stream.,the,0.452333624009043
106,Magnus Giemsa,17,Male,stream.,stream.,0.5871797227300704
107,Magnus Giemsa,17,Male,stream.,They,0.5611016303300858
108,Magnus Giemsa,17,Male,stream.,swiped,0.44191475631669164
109,Magnus Giemsa,17,Male,stream.,at,0.6878703557886183
110,Magnus Giemsa,17,Male,stream.,the,0.4900852348655462
111,Magnus Giemsa,17,Male,stream.,"salmon,",0.7893805201165378
112,Magnus Giemsa,17,Male,stream.,caught,0.5953357443213463
113,Magnus Giemsa,17,Male,stream.,"it,",0.7482672040350735
114,Magnus Giemsa,17,Male,stream.,and,0.5404041679576039
115,Magnus Giemsa,17,Male,stream.,shared,0.5720900339074433
116,Magnus Giemsa,17,Male,stream.,a,0.99672327702865
117,Magnus Giemsa,17,Male,stream.,delicious,0.877476166933775
118,Magnus Giemsa,17,Male,stream.,meal,0.6149636977352202
119,Magnus Giemsa,17,Male,stream.,together.,0.6942266877740622
