,ID,Age,Gender,Stimulus,Reaction_time,Version
0,1,13,female,Once,0.851581355999997,stream.
1,1,13,female,upon,0.4228586680000035,stream.
2,1,13,female,a,0.4024564039999632,stream.
3,1,13,female,time,0.3757143240000005,stream.
4,1,13,female,there,0.3727473189999273,stream.
5,1,13,female,was,0.4219946829999799,stream.
6,1,13,female,a,0.3639874890000101,stream.
7,1,13,female,bear.,0.3972007820000272,stream.
8,1,13,female,He,0.5280699220000997,stream.
9,1,13,female,was,0.35421631299993805,stream.
10,1,13,female,feeling,0.3638049439999804,stream.
11,1,13,female,a,0.38324466899996423,stream.
12,1,13,female,little,0.40583280399994237,stream.
13,1,13,female,hungry,0.44087468800000806,stream.
14,1,13,female,so,0.3954574089999596,stream.
15,1,13,female,he,0.3030655789999628,stream.
16,1,13,female,decided,0.329724973999987,stream.
17,1,13,female,to,0.34929690599994956,stream.
18,1,13,female,go,0.31522090200007824,stream.
19,1,13,female,catch,0.3230991020000147,stream.
20,1,13,female,some,0.33135957499996493,stream.
21,1,13,female,salmon,0.3176260210000237,stream.
22,1,13,female,by,0.31587284800002635,stream.
23,1,13,female,the,0.33244208099995376,stream.
24,1,13,female,river.,0.26437248499996713,stream.
25,1,13,female,He,0.3222179929999811,stream.
26,1,13,female,got,0.3510805729999902,stream.
27,1,13,female,"up,",0.31545982399995864,stream.
28,1,13,female,stretched,0.31850940599997557,stream.
29,1,13,female,his,0.32391027200003464,stream.
30,1,13,female,bear,0.2904156550000607,stream.
31,1,13,female,arms,0.30871540699990874,stream.
32,1,13,female,and,0.3011610609999025,stream.
33,1,13,female,"legs,",0.3131422520000342,stream.
34,1,13,female,and,0.3315981360000251,stream.
35,1,13,female,went,0.31216215699998884,stream.
36,1,13,female,on,0.2881574929999715,stream.
37,1,13,female,down.,0.2733167300000332,stream.
38,1,13,female,By,0.37103875299999345,stream.
39,1,13,female,the,0.29635435399995913,stream.
40,1,13,female,river,0.3699747959999513,stream.
41,1,13,female,he,0.3147184079999761,stream.
42,1,13,female,met,0.33894353200003025,stream.
43,1,13,female,his,0.3045844620000935,stream.
44,1,13,female,friend.,0.29306192400008513,stream.
45,1,13,female,His,0.3163602859999628,stream.
46,1,13,female,friend,0.3137230820000241,stream.
47,1,13,female,had,0.3291898710000396,stream.
48,1,13,female,the,0.3381400419999636,stream.
49,1,13,female,same,0.3652252749999434,stream.
50,1,13,female,thought,0.27379967100000613,stream.
