,ID,Age,Gender,Stimulus,Reaction_time,Version
0,4,50,female,Once,5.314043079999919,building.
1,4,50,female,upon,0.807902624999997,building.
2,4,50,female,a,0.4359506420000798,building.
3,4,50,female,time,0.8387824450001062,building.
4,4,50,female,there,0.7848654110000552,building.
5,4,50,female,was,0.5591778780001277,building.
6,4,50,female,a,0.6516024609998112,building.
7,4,50,female,bear.,1.2740374279999287,building.
8,4,50,female,He,0.4658630419999099,building.
9,4,50,female,was,0.505445120999866,building.
10,4,50,female,feeling,0.6194319609999184,building.
11,4,50,female,a,0.5911221640001258,building.
12,4,50,female,little,0.6010214440000254,building.
13,4,50,female,hungry,0.6718874810001125,building.
14,4,50,female,so,0.5381926160000603,building.
15,4,50,female,he,0.5073018929999762,building.
16,4,50,female,decided,0.5539259670001684,building.
17,4,50,female,to,0.5220967509999355,building.
18,4,50,female,go,0.4669703900001423,building.
19,4,50,female,catch,0.5380577309999808,building.
20,4,50,female,some,0.6461609830000725,building.
21,4,50,female,salmon,0.478614159000017,building.
22,4,50,female,by,0.536264600000095,building.
23,4,50,female,the,0.4767260080000142,building.
24,4,50,female,river.,0.4457298910001555,building.
25,4,50,female,He,0.5891692019999937,building.
26,4,50,female,got,0.4868970560000889,building.
27,4,50,female,"up,",0.47892559700017046,building.
28,4,50,female,stretched,0.6383794490000128,building.
29,4,50,female,his,0.5110892640000202,building.
30,4,50,female,bear,0.47044032000007974,building.
31,4,50,female,arms,0.5109782360000281,building.
32,4,50,female,and,0.4603607849999207,building.
33,4,50,female,"legs,",0.5907076869998491,building.
34,4,50,female,and,0.41301934199987045,building.
35,4,50,female,went,0.43303323300006014,building.
36,4,50,female,on,0.4845308980000027,building.
37,4,50,female,down.,0.42221812999991926,building.
38,4,50,female,By,0.5740826500000367,building.
39,4,50,female,the,0.44722176000004765,building.
40,4,50,female,river,0.3994156109999949,building.
41,4,50,female,he,0.5743095509999421,building.
42,4,50,female,met,0.42027996599995276,building.
43,4,50,female,his,0.491983614999981,building.
44,4,50,female,friend.,0.4453122130000793,building.
45,4,50,female,His,0.4697894290000022,building.
46,4,50,female,friend,0.40006594999999834,building.
47,4,50,female,had,0.5263635629999044,building.
48,4,50,female,the,0.44219967000003635,building.
49,4,50,female,same,0.42001405199994224,building.
50,4,50,female,thought,0.42439991900005225,building.
51,4,50,female,about,0.47576437799989435,building.
52,4,50,female,catching,0.5159162439999818,building.
53,4,50,female,salmon.,0.46497301799990964,building.
54,4,50,female,Together,0.47768590999999105,building.
55,4,50,female,they,0.43316058799996426,building.
56,4,50,female,got,0.44405272200015133,building.
57,4,50,female,to,0.4603226089998316,building.
58,4,50,female,"work,",0.3902639519999411,building.
59,4,50,female,fishing,0.41448716499985494,building.
60,4,50,female,for,0.4471684150000783,building.
61,4,50,female,salmon.,0.4567375050000919,building.
62,4,50,female,It,0.49308965099999114,building.
63,4,50,female,was,0.4031297149999773,building.
64,4,50,female,a,0.47100717600005737,building.
65,4,50,female,lovely,0.41329966399985096,building.
66,4,50,female,day,0.4585425870000108,building.
67,4,50,female,and,0.4302287030000116,building.
68,4,50,female,they,0.4509663690000707,building.
69,4,50,female,were,0.40261010600011105,building.
70,4,50,female,having,0.41140306600004806,building.
71,4,50,female,a,0.44640338400017754,building.
72,4,50,female,good,0.4250453550000657,building.
73,4,50,female,time,0.4291180389998317,building.
74,4,50,female,fishing.,0.3924899329999789,building.
75,4,50,female,By,0.5009107660000609,building.
76,4,50,female,the,0.4203998570001204,building.
77,4,50,female,end,0.43383952399994996,building.
78,4,50,female,of,0.3185112680000657,building.
79,4,50,female,the,0.49669505299993943,building.
80,4,50,female,"day,",0.32649191300015445,building.
81,4,50,female,as,0.41938457600008405,building.
82,4,50,female,the,0.49848135100000945,building.
83,4,50,female,sun,0.3361620390001008,building.
84,4,50,female,went,0.4426573289999851,building.
85,4,50,female,down,0.4090596869998535,building.
86,4,50,female,they,0.4012995079999655,building.
87,4,50,female,enjoyed,0.7021395629999461,building.
88,4,50,female,the,0.2313252020001073,building.
89,4,50,female,sunset,0.5060686970000461,building.
90,4,50,female,together.,0.4392890980000175,building.
91,4,50,female,The,0.4273432170000433,building.
92,4,50,female,sun,0.39892170899997836,building.
93,4,50,female,was,0.3982047980000516,building.
94,4,50,female,many,0.2889197609999883,building.
95,4,50,female,colours,0.4267836999999872,building.
96,4,50,female,of,0.43927512499999466,building.
97,4,50,female,red.,0.4125445929998932,building.
98,4,50,female,"Suddenly,",0.6857751430000008,building.
99,4,50,female,they,0.38832808200004365,building.
100,4,50,female,saw,0.3089993210001012,building.
101,4,50,female,a,0.4082837500000096,building.
102,4,50,female,salmon,0.31180438599994886,building.
103,4,50,female,coming,0.3846532970001135,building.
104,4,50,female,up,0.36748525199982396,building.
105,4,50,female,the,0.37788407300013205,building.
106,4,50,female,building.,0.37731439499998487,building.
107,4,50,female,They,0.3912648010000339,building.
108,4,50,female,swiped,0.38270663200000854,building.
109,4,50,female,at,0.4594914389999758,building.
110,4,50,female,the,0.31616307700005564,building.
111,4,50,female,"salmon,",0.3564760799999931,building.
112,4,50,female,caught,0.360837131000153,building.
113,4,50,female,"it,",0.44039622899981623,building.
114,4,50,female,and,0.36929822399997647,building.
115,4,50,female,shared,0.34397480600000563,building.
116,4,50,female,a,0.46742720700012796,building.
117,4,50,female,delicious,0.3975670980000814,building.
118,4,50,female,meal,0.3870343650000905,building.
119,4,50,female,together.,0.3835450369999762,building.
