,ID,Age,Gender,Stimulus,Reaction_time,Version
0,3,54,male,Once,0.6432589739999912,stream.
1,3,54,male,upon,0.6247173850001673,stream.
2,3,54,male,a,0.4666448829998444,stream.
3,3,54,male,time,0.47633193799993023,stream.
4,3,54,male,there,0.48206810600004246,stream.
5,3,54,male,was,0.49408245299991904,stream.
6,3,54,male,a,0.5264409320000141,stream.
7,3,54,male,bear.,0.7552953389999857,stream.
8,3,54,male,He,0.41219448099991496,stream.
9,3,54,male,was,0.48332647799998085,stream.
10,3,54,male,feeling,0.5161628660000588,stream.
11,3,54,male,a,0.43355100899998433,stream.
12,3,54,male,little,0.43160336500000085,stream.
13,3,54,male,hungry,0.42204724199996235,stream.
14,3,54,male,so,0.433866529999932,stream.
15,3,54,male,he,0.3594430759999341,stream.
16,3,54,male,decided,0.3727885169998899,stream.
17,3,54,male,to,0.39606758799982344,stream.
18,3,54,male,go,0.3540666080000392,stream.
19,3,54,male,catch,0.3646889070000725,stream.
20,3,54,male,some,0.3714124640000591,stream.
21,3,54,male,salmon,0.36682150399997226,stream.
22,3,54,male,by,0.36040942099998574,stream.
23,3,54,male,the,0.3149329900002158,stream.
24,3,54,male,river.,0.3217559260001508,stream.
25,3,54,male,He,0.35025009199989654,stream.
26,3,54,male,got,0.3061542300001747,stream.
27,3,54,male,"up,",0.3160290639998493,stream.
28,3,54,male,stretched,0.3994697730001917,stream.
29,3,54,male,his,0.3220724990001145,stream.
30,3,54,male,bear,0.31214849699995284,stream.
31,3,54,male,arms,0.3018398359999992,stream.
32,3,54,male,and,0.32146040899988293,stream.
33,3,54,male,"legs,",0.3288913030000913,stream.
34,3,54,male,and,0.29651745400019536,stream.
35,3,54,male,went,0.3171514120001575,stream.
36,3,54,male,on,0.3165042150001227,stream.
37,3,54,male,down.,0.2946141780000744,stream.
38,3,54,male,By,0.2931188029999703,stream.
39,3,54,male,the,0.2971363819999624,stream.
40,3,54,male,river,0.30311237300020366,stream.
41,3,54,male,he,0.3265472780001346,stream.
42,3,54,male,met,0.2719171329999881,stream.
43,3,54,male,his,0.29606332999992446,stream.
44,3,54,male,friend.,0.28279619099998854,stream.
45,3,54,male,His,0.2690051450001647,stream.
46,3,54,male,friend,0.27740416300002835,stream.
47,3,54,male,had,0.32606398300004,stream.
48,3,54,male,the,0.36319688000003225,stream.
49,3,54,male,same,0.32801880800002436,stream.
50,3,54,male,thought,0.2923570909999853,stream.
51,3,54,male,about,0.31077673899994807,stream.
52,3,54,male,catching,0.3347622629999023,stream.
53,3,54,male,salmon.,0.3261423740000282,stream.
54,3,54,male,Together,0.28495681999993394,stream.
55,3,54,male,they,0.28330082100001164,stream.
56,3,54,male,got,0.27538411199998336,stream.
57,3,54,male,to,0.31035840999993525,stream.
58,3,54,male,"work,",0.32066406700005246,stream.
59,3,54,male,fishing,0.2971608739999283,stream.
60,3,54,male,for,0.2951186210000287,stream.
61,3,54,male,salmon.,0.28095493000000715,stream.
62,3,54,male,It,0.3002329500000087,stream.
63,3,54,male,was,0.30051483800002643,stream.
64,3,54,male,a,0.31749066499992296,stream.
65,3,54,male,lovely,0.3110642970000299,stream.
66,3,54,male,day,0.2797310930000094,stream.
67,3,54,male,and,0.28136003800000253,stream.
68,3,54,male,they,0.26498645600008786,stream.
69,3,54,male,were,0.30011496099996293,stream.
70,3,54,male,having,0.290046491999874,stream.
71,3,54,male,a,0.292494379000118,stream.
72,3,54,male,good,0.2879858649998823,stream.
73,3,54,male,time,0.296592235999924,stream.
74,3,54,male,fishing.,0.2696359130000019,stream.
75,3,54,male,By,0.3044690130000163,stream.
76,3,54,male,the,0.310721532000116,stream.
77,3,54,male,end,0.27610367200009023,stream.
78,3,54,male,of,0.27455362899991087,stream.
79,3,54,male,the,0.28326405500001783,stream.
80,3,54,male,"day,",0.25028580299999703,stream.
81,3,54,male,as,0.3367335779998939,stream.
82,3,54,male,the,0.26530449699998826,stream.
83,3,54,male,sun,0.25817752900002233,stream.
84,3,54,male,went,0.28983496499995454,stream.
85,3,54,male,down,0.2699576669999715,stream.
86,3,54,male,they,0.2575883110000632,stream.
87,3,54,male,enjoyed,0.27650915300000634,stream.
88,3,54,male,the,0.30028178099996694,stream.
89,3,54,male,sunset,0.2427363989997957,stream.
90,3,54,male,together.,0.26741535799988014,stream.
91,3,54,male,The,0.2671980989998701,stream.
92,3,54,male,sun,0.26364779599998656,stream.
93,3,54,male,was,0.2431872070001191,stream.
94,3,54,male,many,0.23787773499998366,stream.
95,3,54,male,colours,0.2863707480000812,stream.
96,3,54,male,of,0.28066162899995106,stream.
97,3,54,male,red.,0.2701496520001001,stream.
98,3,54,male,"Suddenly,",0.26431886899990786,stream.
99,3,54,male,they,0.2580228960000568,stream.
100,3,54,male,saw,0.24607866799988187,stream.
101,3,54,male,a,0.26287017599997853,stream.
102,3,54,male,salmon,0.2517971890001718,stream.
103,3,54,male,coming,0.2639855190000162,stream.
104,3,54,male,up,0.286287067000103,stream.
105,3,54,male,the,0.29062194799985264,stream.
106,3,54,male,stream.,0.2438447530000758,stream.
107,3,54,male,They,0.26625389800005905,stream.
108,3,54,male,swiped,0.2606832370001939,stream.
109,3,54,male,at,0.2611553490000915,stream.
110,3,54,male,the,0.2660295830000905,stream.
111,3,54,male,"salmon,",0.26686389400015287,stream.
112,3,54,male,caught,0.28319425399990905,stream.
113,3,54,male,"it,",0.23850708899999518,stream.
114,3,54,male,and,0.26856929799987483,stream.
115,3,54,male,shared,0.27504667299990615,stream.
116,3,54,male,a,0.26227033899999697,stream.
117,3,54,male,delicious,0.24395105799999328,stream.
118,3,54,male,meal,0.2497172660000615,stream.
119,3,54,male,together.,0.23699311699988357,stream.
