,ID,Age,Gender,Version,Stimulus,Reaction_time
0,13,22,female,stream.,Once,0.8410530669789296
1,13,22,female,stream.,upon,0.5150808460020926
2,13,22,female,stream.,a,0.43697365000844
3,13,22,female,stream.,time,0.3812948340200819
4,13,22,female,stream.,there,0.7329014840070158
5,13,22,female,stream.,was,0.38590177198057063
6,13,22,female,stream.,a,0.43269872799282894
7,13,22,female,stream.,bear.,0.4906811729888432
8,13,22,female,stream.,He,0.4924207909789402
9,13,22,female,stream.,was,0.36322200001450256
10,13,22,female,stream.,feeling,0.6684186950151343
11,13,22,female,stream.,a,0.5797233380144462
12,13,22,female,stream.,little,0.3791953089821618
13,13,22,female,stream.,hungry,0.7112216799869202
14,13,22,female,stream.,so,0.4245816190086771
15,13,22,female,stream.,he,0.3936117720149923
16,13,22,female,stream.,decided,0.520078792993445
17,13,22,female,stream.,to,0.26011052599642426
18,13,22,female,stream.,go,0.4956727949902415
19,13,22,female,stream.,catch,0.5350864620122593
20,13,22,female,stream.,some,0.3670282259990927
21,13,22,female,stream.,salmon,0.6511314100062009
22,13,22,female,stream.,by,0.455571948987199
23,13,22,female,stream.,the,0.3924259110062849
24,13,22,female,stream.,river.,0.30971127800876275
25,13,22,female,stream.,He,0.7638194329920225
26,13,22,female,stream.,got,0.8275587719981559
27,13,22,female,stream.,"up,",0.773955434007803
28,13,22,female,stream.,stretched,0.9346633020031732
29,13,22,female,stream.,his,0.5076055930112489
30,13,22,female,stream.,bear,0.5979653940012213
31,13,22,female,stream.,arms,0.5449516579974443
32,13,22,female,stream.,and,0.6246690679981839
33,13,22,female,stream.,"legs,",0.5139540380041581
34,13,22,female,stream.,and,0.38846150299650617
35,13,22,female,stream.,went,0.5108745409816038
36,13,22,female,stream.,on,0.47192620899295434
37,13,22,female,stream.,down.,0.5766583439835813
38,13,22,female,stream.,By,0.5835335189767648
39,13,22,female,stream.,the,0.466665108979214
40,13,22,female,stream.,river,0.6468662199913524
41,13,22,female,stream.,he,0.6477504670037888
42,13,22,female,stream.,met,0.7087646760046482
43,13,22,female,stream.,his,0.3389871840190608
44,13,22,female,stream.,friend.,0.6107075359905139
45,13,22,female,stream.,His,0.4775616000115406
46,13,22,female,stream.,friend,0.3529322009999305
47,13,22,female,stream.,had,0.5170986489974894
48,13,22,female,stream.,the,0.5585114260029513
49,13,22,female,stream.,same,0.5232365809788462
50,13,22,female,stream.,thought,0.5241825240082107
51,13,22,female,stream.,about,0.7607194300217088
52,13,22,female,stream.,catching,0.4734133279998787
53,13,22,female,stream.,salmon.,0.48850658000446856
54,13,22,female,stream.,Together,0.5472718910023104
55,13,22,female,stream.,they,0.3451620320265647
56,13,22,female,stream.,got,0.5775240160000976
57,13,22,female,stream.,to,0.539307334984187
58,13,22,female,stream.,"work,",0.516364827984944
59,13,22,female,stream.,fishing,0.5298647269955836
60,13,22,female,stream.,for,0.4749292880005669
61,13,22,female,stream.,salmon.,0.27542846801225096
62,13,22,female,stream.,It,0.6610761719930451
63,13,22,female,stream.,was,0.598479526990559
64,13,22,female,stream.,a,0.5325947100063786
65,13,22,female,stream.,lovely,0.5942527920124121
66,13,22,female,stream.,day,0.6805610130249988
67,13,22,female,stream.,and,0.5445332659874111
68,13,22,female,stream.,they,0.5041722559835762
69,13,22,female,stream.,were,0.5914294499962125
70,13,22,female,stream.,having,0.4692121940024663
71,13,22,female,stream.,a,0.4931614200177137
72,13,22,female,stream.,good,0.31119822699110955
73,13,22,female,stream.,time,0.7181290029839147
74,13,22,female,stream.,fishing.,0.7290228579950053
75,13,22,female,stream.,By,0.5330965790199116
76,13,22,female,stream.,the,0.3426407370134257
77,13,22,female,stream.,end,0.7000569730007555
78,13,22,female,stream.,of,0.4857666390016675
79,13,22,female,stream.,the,0.37304684601258487
80,13,22,female,stream.,"day,",0.47675261899712496
81,13,22,female,stream.,as,0.5709677890117746
82,13,22,female,stream.,the,0.355131969001377
83,13,22,female,stream.,sun,0.637601018010173
84,13,22,female,stream.,went,0.5554323609976564
85,13,22,female,stream.,down,0.7913861330016516
86,13,22,female,stream.,they,0.8312446589989122
87,13,22,female,stream.,enjoyed,0.6490234869997948
88,13,22,female,stream.,the,0.5010770410008263
89,13,22,female,stream.,sunset,0.5957283519965131
