,ID,Age,Gender,Version,Stimulus,Reaction_time
0,6,24,female,building.,Once,0.6997667469840962
1,6,24,female,building.,upon,0.41827501700026914
2,6,24,female,building.,a,0.4340271230030339
3,6,24,female,building.,time,0.4256209069862962
4,6,24,female,building.,there,0.6178405660029966
5,6,24,female,building.,was,0.3441703020071145
6,6,24,female,building.,a,0.49026251898612827
7,6,24,female,building.,bear.,0.40746461899834685
8,6,24,female,building.,He,0.40631148000829853
9,6,24,female,building.,was,0.35114037597668357
10,6,24,female,building.,feeling,0.6728429239883553
11,6,24,female,building.,a,0.46900788400671445
12,6,24,female,building.,little,0.3083173519989941
13,6,24,female,building.,hungry,0.49542795098386705
14,6,24,female,building.,so,0.4841573079756927
15,6,24,female,building.,he,0.409188024001196
16,6,24,female,building.,decided,0.592124329006765
17,6,24,female,building.,to,0.352578441001242
18,6,24,female,building.,go,0.5073460040148348
19,6,24,female,building.,catch,0.47959551599342376
20,6,24,female,building.,some,0.572694889997365
21,6,24,female,building.,salmon,0.6048176389886066
22,6,24,female,building.,by,0.4539812960138079
23,6,24,female,building.,the,0.41289610497187823
24,6,24,female,building.,river.,0.3893012949847616
25,6,24,female,building.,He,0.4045422250055708
26,6,24,female,building.,got,0.3004184390010778
27,6,24,female,building.,"up,",0.3364380720013287
28,6,24,female,building.,stretched,0.6911785629927181
29,6,24,female,building.,his,0.29530497299856506
30,6,24,female,building.,bear,0.4604654780123383
31,6,24,female,building.,arms,0.36986735099344514
32,6,24,female,building.,and,0.44321922000381164
33,6,24,female,building.,"legs,",0.3294567260018084
34,6,24,female,building.,and,0.3162210669834167
35,6,24,female,building.,went,0.3996005839726422
36,6,24,female,building.,on,0.40007679801783524
37,6,24,female,building.,down.,0.3365186699957121
38,6,24,female,building.,By,0.4585839479987044
39,6,24,female,building.,the,0.6080434689938556
40,6,24,female,building.,river,0.4410930050071329
41,6,24,female,building.,he,0.4142468649952207
42,6,24,female,building.,met,0.3262144409818575
43,6,24,female,building.,his,0.40071498198085465
44,6,24,female,building.,friend.,0.5620175880030729
45,6,24,female,building.,His,0.4446262540004682
46,6,24,female,building.,friend,0.3859671859827358
47,6,24,female,building.,had,0.4114842760027386
48,6,24,female,building.,the,0.4111873869842384
49,6,24,female,building.,same,0.38589748699450865
50,6,24,female,building.,thought,0.33837241600849666
51,6,24,female,building.,about,0.32524300800287165
52,6,24,female,building.,catching,0.31980373998521827
53,6,24,female,building.,salmon.,0.3792417619843036
54,6,24,female,building.,Together,0.4196010130108334
55,6,24,female,building.,they,0.3563032009988092
56,6,24,female,building.,got,0.5895263940037694
57,6,24,female,building.,to,0.37344755401136354
58,6,24,female,building.,"work,",0.5738519440055825
59,6,24,female,building.,fishing,0.35166148201096803
60,6,24,female,building.,for,0.2979685429891106
61,6,24,female,building.,salmon.,0.32675679700332694
62,6,24,female,building.,It,0.5135008790239226
63,6,24,female,building.,was,0.34899134800070897
64,6,24,female,building.,a,0.3357505619933363
65,6,24,female,building.,lovely,0.3941609419998713
66,6,24,female,building.,day,0.273929285001941
67,6,24,female,building.,and,0.28610691099311225
68,6,24,female,building.,they,0.2993626309907995
69,6,24,female,building.,were,0.33536383899627253
70,6,24,female,building.,having,0.32242816098732874
71,6,24,female,building.,a,0.3098797640122939
72,6,24,female,building.,good,0.28897424999740906
73,6,24,female,building.,time,0.49485776299843565
74,6,24,female,building.,fishing.,0.41752948201610707
75,6,24,female,building.,By,0.3773671360104345
76,6,24,female,building.,the,0.2821882599964738
77,6,24,female,building.,end,0.2861599710013252
78,6,24,female,building.,of,0.36359183699823916
79,6,24,female,building.,the,0.3245682109845802
80,6,24,female,building.,"day,",0.3358990449924022
81,6,24,female,building.,as,0.5877988300053403
82,6,24,female,building.,the,0.3231331100105308
83,6,24,female,building.,sun,0.32761151299928315
84,6,24,female,building.,went,0.2805118659744039
85,6,24,female,building.,down,0.30928924900945276
86,6,24,female,building.,they,0.2897239630110562
87,6,24,female,building.,enjoyed,0.3099111980118323
88,6,24,female,building.,the,0.296567879995564
89,6,24,female,building.,sunset,0.2764554250170477
90,6,24,female,building.,together.,0.3932310110249091
91,6,24,female,building.,The,0.3215961779933423
92,6,24,female,building.,sun,0.2919922180008143
93,6,24,female,building.,was,0.32080210698768497
94,6,24,female,building.,many,0.2711781300022267
95,6,24,female,building.,colours,0.28853865998098627
96,6,24,female,building.,of,0.3644112049951218
97,6,24,female,building.,red.,0.28552654501982033
98,6,24,female,building.,"Suddenly,",0.4910179520084057
99,6,24,female,building.,they,0.3593946769833565
100,6,24,female,building.,saw,0.3444382269808557
101,6,24,female,building.,a,0.34611155500169843
102,6,24,female,building.,salmon,0.29382038197945803
103,6,24,female,building.,coming,0.4406884310010355
104,6,24,female,building.,up,0.3032718620088417
105,6,24,female,building.,the,0.39463914101361297
106,6,24,female,building.,building.,0.4593531680002343
107,6,24,female,building.,They,0.4488219159829896
108,6,24,female,building.,swiped,0.4630428680102341
109,6,24,female,building.,at,0.445079850993352
110,6,24,female,building.,the,0.2607732769974973
111,6,24,female,building.,"salmon,",0.3771265819959808
112,6,24,female,building.,caught,0.49009146200842224
113,6,24,female,building.,"it,",0.3344337549933698
114,6,24,female,building.,and,0.3460664349840954
115,6,24,female,building.,shared,0.2845229500089772
116,6,24,female,building.,a,0.3208721060073003
117,6,24,female,building.,delicious,0.21117330301785842
118,6,24,female,building.,meal,0.29027515099733137
119,6,24,female,building.,together,0.41497790001449175
